,Date,Close,Volume
0,2021-07-26 09-30,3676.4099,93691.0
1,2021-07-26 09-31,3661.26,28613.0
2,2021-07-26 09-32,3657.02,21807.0
3,2021-07-26 09-33,3650.0,23567.0
4,2021-07-26 09-34,3656.3799,15652.0
5,2021-07-26 09-35,3652.46,17303.0
6,2021-07-26 09-36,3662.5,16366.0
7,2021-07-26 09-37,3667.8789,21060.0
8,2021-07-26 09-38,3669.0647,17859.0
9,2021-07-26 09-39,3665.0,8794.0
10,2021-07-26 09-40,3672.6648,13012.0
11,2021-07-26 09-41,3669.29,8928.0
12,2021-07-26 09-42,3668.76,11915.0
13,2021-07-26 09-43,3670.8101,8046.0
14,2021-07-26 09-44,3670.26,7659.0
15,2021-07-26 09-45,3672.3196,18889.0
16,2021-07-26 09-46,3675.2588,10760.0
17,2021-07-26 09-47,3678.1367,18612.0
18,2021-07-26 09-48,3679.8501,11148.0
19,2021-07-26 09-49,3675.23,8576.0
20,2021-07-26 09-50,3679.5923,10814.0
21,2021-07-26 09-51,3678.8259,5840.0
22,2021-07-26 09-52,3678.1299,3378.0
23,2021-07-26 09-53,3677.6135,5919.0
24,2021-07-26 09-54,3678.28,7588.0
25,2021-07-26 09-55,3679.28,13078.0
26,2021-07-26 09-56,3685.0,20187.0
27,2021-07-26 09-57,3686.29,10908.0
28,2021-07-26 09-58,3688.1201,23492.0
29,2021-07-26 09-59,3690.3701,10735.0
30,2021-07-26 10-00,3697.8101,25225.0
31,2021-07-26 10-01,3695.8655,22414.0
32,2021-07-26 10-02,3696.54,11262.0
33,2021-07-26 10-03,3700.4951,30771.0
34,2021-07-26 10-04,3706.0933,13250.0
35,2021-07-26 10-05,3705.5747,14693.0
36,2021-07-26 10-06,3699.3301,14329.0
37,2021-07-26 10-07,3703.76,20894.0
38,2021-07-26 10-08,3704.9751,12825.0
39,2021-07-26 10-09,3711.3,14404.0
40,2021-07-26 10-10,3703.95,19368.0
41,2021-07-26 10-11,3700.3201,10109.0
42,2021-07-26 10-12,3698.0,21939.0
43,2021-07-26 10-13,3697.26,14071.0
44,2021-07-26 10-14,3698.0049,13269.0
45,2021-07-26 10-15,3697.24,8192.0
46,2021-07-26 10-16,3698.0352,3247.0
47,2021-07-26 10-17,3698.6008,4650.0
48,2021-07-26 10-18,3695.0,7577.0
49,2021-07-26 10-19,3694.01,8116.0
50,2021-07-26 10-20,3695.0901,8129.0
51,2021-07-26 10-21,3694.6399,3038.0
52,2021-07-26 10-22,3697.2952,10769.0
53,2021-07-26 10-23,3701.6841,8401.0
54,2021-07-26 10-24,3702.5979,7828.0
55,2021-07-26 10-25,3702.5901,6962.0
56,2021-07-26 10-26,3701.6399,3997.0
57,2021-07-26 10-27,3701.6399,0.0
58,2021-07-26 10-28,3696.1799,8641.0
59,2021-07-26 10-29,3695.5076,6203.0
60,2021-07-26 10-30,3696.2249,4041.0
61,2021-07-26 10-31,3701.4692,5092.0
62,2021-07-26 10-32,3702.0,6160.0
63,2021-07-26 10-33,3701.6953,7579.0
64,2021-07-26 10-34,3701.6799,2952.0
65,2021-07-26 10-35,3702.1599,5720.0
66,2021-07-26 10-36,3702.2551,3416.0
67,2021-07-26 10-37,3703.52,5087.0
68,2021-07-26 10-38,3701.0,5792.0
69,2021-07-26 10-39,3703.1409,3359.0
70,2021-07-26 10-40,3703.0601,1501.0
71,2021-07-26 10-41,3703.0601,0.0
72,2021-07-26 10-42,3694.7993,13107.0
73,2021-07-26 10-43,3685.6399,17195.0
74,2021-07-26 10-44,3691.4944,5368.0
75,2021-07-26 10-45,3691.6499,5500.0
76,2021-07-26 10-46,3687.3552,7859.0
77,2021-07-26 10-47,3685.0,5605.0
78,2021-07-26 10-48,3686.45,3736.0
79,2021-07-26 10-49,3686.6848,4000.0
80,2021-07-26 10-50,3685.29,6470.0
81,2021-07-26 10-51,3691.0364,8736.0
82,2021-07-26 10-52,3689.0168,5359.0
83,2021-07-26 10-53,3693.0901,3395.0
84,2021-07-26 10-54,3693.0901,0.0
85,2021-07-26 10-55,3691.1299,8253.0
86,2021-07-26 10-56,3690.8701,2194.0
87,2021-07-26 10-57,3694.3899,3202.0
88,2021-07-26 10-58,3694.5601,4223.0
89,2021-07-26 10-59,3690.0801,4757.0
90,2021-07-26 11-00,3690.75,2682.0
91,2021-07-26 11-01,3696.9951,4637.0
92,2021-07-26 11-02,3696.21,3704.0
93,2021-07-26 11-03,3692.6963,1649.0
94,2021-07-26 11-04,3692.1399,2229.0
95,2021-07-26 11-05,3695.3899,5674.0
96,2021-07-26 11-06,3694.8848,1504.0
97,2021-07-26 11-07,3692.99,2444.0
98,2021-07-26 11-08,3688.5,4327.0
99,2021-07-26 11-09,3688.5,0.0
100,2021-07-26 11-10,3690.6353,4573.0
101,2021-07-26 11-11,3689.1001,4335.0
102,2021-07-26 11-12,3691.416,3280.0
103,2021-07-26 11-13,3693.718,4072.0
104,2021-07-26 11-14,3691.9448,3064.0
105,2021-07-26 11-15,3692.1001,1689.0
106,2021-07-26 11-16,3692.1001,0.0
107,2021-07-26 11-17,3690.8096,5724.0
108,2021-07-26 11-18,3691.8047,2587.0
109,2021-07-26 11-19,3691.8047,0.0
110,2021-07-26 11-20,3691.3799,6917.0
111,2021-07-26 11-21,3692.0601,3834.0
112,2021-07-26 11-22,3694.22,5262.0
113,2021-07-26 11-23,3696.2751,2916.0
114,2021-07-26 11-24,3696.01,5000.0
115,2021-07-26 11-25,3697.5847,6982.0
116,2021-07-26 11-26,3699.0449,8502.0
117,2021-07-26 11-27,3700.7551,7774.0
118,2021-07-26 11-28,3702.5,5507.0
119,2021-07-26 11-29,3698.9824,5010.0
120,2021-07-26 11-30,3699.51,4015.0
121,2021-07-26 11-31,3702.0552,2704.0
122,2021-07-26 11-32,3701.8101,3912.0
123,2021-07-26 11-33,3700.6416,2943.0
124,2021-07-26 11-34,3700.6416,0.0
