,Date,Close,Volume,rolling_close,rolling_volume
254,2021-05-10 13-44,3216.1699,3986.0,3216.775705,5549.883333333333
255,2021-05-10 13-45,3216.75,3346.0,3216.446538333333,5629.416666666667
256,2021-05-10 13-46,3217.145,3135.0,3216.076038333333,5780.633333333333
257,2021-05-10 13-47,3216.4199,4294.0,3215.7148700000002,6078.266666666666
258,2021-05-10 13-48,3217.4224,2563.0,3215.338401666667,6967.883333333333
259,2021-05-10 13-49,3217.3,3316.0,3214.93915,7231.633333333333
260,2021-05-10 13-50,3218.03,3380.0,3214.5971483333337,7328.966666666666
261,2021-05-10 13-51,3216.26,5399.0,3214.258926666667,7421.866666666667
262,2021-05-10 13-52,3216.3601,2964.0,3213.887006666667,7771.266666666666
263,2021-05-10 13-53,3217.95,3471.0,3213.500088333333,7965.633333333333
264,2021-05-10 13-54,3216.4451,2937.0,3213.1150866666667,8171.983333333334
265,2021-05-10 13-55,3215.7749,3037.0,3212.7300483333333,8227.3
266,2021-05-10 13-56,3215.21,4368.0,3212.329088333333,8290.2
267,2021-05-10 13-57,3214.3,4860.0,3211.97259,8404.883333333333
268,2021-05-10 13-58,3216.5449,9731.0,3211.5647566666667,8494.083333333334
269,2021-05-10 13-59,3214.01,7115.0,3211.1572583333336,8625.25
270,2021-05-10 14-00,3213.1001,6696.0,3210.7472399999997,8728.533333333333
271,2021-05-10 14-01,3211.0,8554.0,3210.3109083333334,8849.433333333332
272,2021-05-10 14-02,3211.915,8436.0,3209.941071666667,8903.166666666666
273,2021-05-10 14-03,3208.6399,15967.0,3209.567915,8963.566666666668
274,2021-05-10 14-04,3211.96,5001.0,3209.2330383333333,8962.933333333332
275,2021-05-10 14-05,3210.0,4215.0,3208.962371666667,9012.216666666667
276,2021-05-10 14-06,3210.8301,7107.0,3208.67304,9013.416666666666
277,2021-05-10 14-07,3211.5449,3563.0,3208.429623333333,9057.983333333334
278,2021-05-10 14-08,3210.3999,8768.0,3208.15112,9078.816666666668
279,2021-05-10 14-09,3209.9199,2962.0,3207.8853366666667,9105.2
280,2021-05-10 14-10,3207.1399,13561.0,3207.5567516666665,9179.933333333332
281,2021-05-10 14-11,3204.8401,17521.0,3207.2449199999996,9212.05
282,2021-05-10 14-12,3205.0,12054.0,3206.928586666667,9281.55
283,2021-05-10 14-13,3205.0,8404.0,3206.6812516666664,9399.266666666666
284,2021-05-10 14-14,3202.5901,12344.0,3206.380975,9476.866666666667
285,2021-05-10 14-15,3201.0,13244.0,3206.1249783333333,9482.05
286,2021-05-10 14-16,3201.8799,19722.0,3205.859646666667,9615.866666666667
287,2021-05-10 14-17,3199.8118,56491.0,3205.6238966666665,9765.983333333334
288,2021-05-10 14-18,3199.5149,18516.0,3205.375231666667,9764.8
289,2021-05-10 14-19,3200.04,11825.0,3205.10869,9775.916666666666
290,2021-05-10 14-20,3201.8,8139.0,3204.844445,9809.7
291,2021-05-10 14-21,3198.6699,22888.0,3204.5638750000003,9850.266666666666
292,2021-05-10 14-22,3199.01,15624.0,3204.2658733333333,10020.733333333334
293,2021-05-10 14-23,3201.8999,15602.0,3203.9618733333336,10120.733333333334
294,2021-05-10 14-24,3200.7976,8043.0,3203.611625,10184.683333333332
295,2021-05-10 14-25,3199.2124,8604.0,3203.304873333333,10267.266666666666
296,2021-05-10 14-26,3202.25,10263.0,3203.01046,10286.05
297,2021-05-10 14-27,3199.6699,7998.0,3202.721128333333,10304.0
298,2021-05-10 14-28,3199.3201,11218.0,3202.4496283333333,10306.133333333333
299,2021-05-10 14-29,3199.5488,8246.0,3202.1357983333337,10269.766666666666
300,2021-05-10 14-30,3197.3101,19200.0,3201.8618,10266.85
301,2021-05-10 14-31,3198.8899,9965.0,3201.650796666667,10445.266666666666
302,2021-05-10 14-32,3196.6108,6899.0,3201.4676299999996,10436.183333333332
303,2021-05-10 14-33,3196.5024,6693.0,3201.25918,10489.1
304,2021-05-10 14-34,3200.4399,9621.0,3201.144181666667,10378.833333333334
305,2021-05-10 14-35,3197.3701,9398.0,3200.9944333333333,10466.8
306,2021-05-10 14-36,3199.595,6272.0,3200.8272666666667,10580.45
307,2021-05-10 14-37,3197.9099,6977.0,3200.6492633333332,10563.2
308,2021-05-10 14-38,3200.7581,6948.0,3200.4568483333337,10636.116666666667
309,2021-05-10 14-39,3199.7849,10559.0,3200.332683333333,10700.7
310,2021-05-10 14-40,3198.2,8339.0,3200.2096850000003,10839.4
311,2021-05-10 14-41,3198.02,6827.0,3200.13602,10740.316666666668
312,2021-05-10 14-42,3201.23,13059.0,3200.1103516666667,10581.933333333332
313,2021-05-10 14-43,3199.8401,8377.0,3200.0815183333334,10570.033333333333
314,2021-05-10 14-44,3200.8101,4297.0,3200.08455,10581.95
315,2021-05-10 14-45,3200.8301,11375.0,3200.1105466666663,10493.316666666668
316,2021-05-10 14-46,3203.0,12142.0,3200.121045,10515.5
317,2021-05-10 14-47,3201.5,4223.0,3200.1287966666664,10297.083333333334
318,2021-05-10 14-48,3201.4299,3230.0,3200.1541666666667,9458.466666666667
319,2021-05-10 14-49,3201.4453,5343.0,3200.1347533333333,9415.083333333334
320,2021-05-10 14-50,3201.1958,5814.0,3200.0987516666664,9346.15
321,2021-05-10 14-51,3198.3799,15627.0,3200.03692,9362.05
322,2021-05-10 14-52,3198.1201,8964.0,3200.0250066666663,9090.233333333334
323,2021-05-10 14-53,3196.9351,7308.0,3200.0438383333335,8962.8
324,2021-05-10 14-54,3198.04,7892.0,3200.0383416666664,8846.233333333334
325,2021-05-10 14-55,3198.1101,4164.0,3200.09388,8945.9
326,2021-05-10 14-56,3197.8501,5445.0,3200.1402583333333,8909.1
327,2021-05-10 14-57,3198.01,4988.0,3200.1272166666668,8916.033333333333
328,2021-05-10 14-58,3197.7151,7549.0,3200.1223833333333,8987.95
329,2021-05-10 14-59,3197.5701,6940.0,3200.1707149999997,8929.483333333334
330,2021-05-10 15-00,3200.4399,17401.0,3200.2080683333334,10593.5
331,2021-05-10 15-01,3200.01,8009.0,3200.2947333333336,10417.083333333334
332,2021-05-10 15-02,3199.408,11611.0,3200.327485,10393.95
333,2021-05-10 15-03,3201.74,9351.0,3200.409338333333,10433.566666666668
334,2021-05-10 15-04,3202.9751,10279.0,3200.49563,10537.283333333333
335,2021-05-10 15-05,3199.97,11034.0,3200.55409,10567.316666666668
336,2021-05-10 15-06,3200.1499,6072.0,3200.653643333333,10609.466666666667
337,2021-05-10 15-07,3200.0,7938.0,3200.731975,10736.1
338,2021-05-10 15-08,3202.95,12643.0,3200.7759766666663,10705.483333333334
339,2021-05-10 15-09,3202.54,11284.0,3200.77301,10784.416666666666
340,2021-05-10 15-10,3202.72,7616.0,3200.8280966666666,10775.616666666667
341,2021-05-10 15-11,3203.3,8018.0,3200.9320950000006,10974.283333333333
342,2021-05-10 15-12,3203.27,11340.0,3201.0317616666666,10974.616666666667
343,2021-05-10 15-13,3205.1819,9119.0,3201.061261666667,10920.866666666667
344,2021-05-10 15-14,3204.1499,7026.0,3201.119761666667,10937.483333333334
345,2021-05-10 15-15,3201.6299,14575.0,3201.189291666667,11039.066666666668
346,2021-05-10 15-16,3202.345,6617.0,3201.341956666666,11224.833333333334
347,2021-05-10 15-17,3201.334,6174.0,3201.4094566666668,11291.066666666668
348,2021-05-10 15-18,3198.3501,15913.0,3201.4553716666665,11449.433333333332
349,2021-05-10 15-19,3197.8799,7689.0,3201.488705,11556.883333333333
350,2021-05-10 15-20,3198.0901,9093.0,3201.500448333333,11711.783333333333
351,2021-05-10 15-21,3197.9551,6579.0,3201.533683333333,11927.2
352,2021-05-10 15-22,3200.1399,7978.0,3201.5373499999996,12152.666666666666
353,2021-05-10 15-23,3201.5701,8608.0,3201.5141166666663,12444.15
354,2021-05-10 15-24,3204.1299,14023.0,3201.4475299999995,12943.516666666666
355,2021-05-10 15-25,3201.9951,6396.0,3201.3771983333336,13262.266666666666
356,2021-05-10 15-26,3201.4675,10679.0,3201.3332816666666,13833.65
357,2021-05-10 15-27,3199.3799,12313.0,3200.467611666667,18377.683333333334
358,2021-05-10 15-28,3202.22,7710.0,3199.6351133333333,19220.65
359,2021-05-10 15-29,3201.79,108087.0,3198.87761,19927.8
360,2021-05-10 15-30,3202.51,8615.0,3197.9989799999994,20388.933333333334
361,2021-05-10 15-31,3200.855,8577.0,3197.0696466666664,20601.933333333334
362,2021-05-10 15-32,3201.522,9276.0,3196.24948,20954.083333333332
363,2021-05-10 15-33,3201.6799,12916.0,3195.536015,21359.716666666667
364,2021-05-10 15-34,3203.9475,11423.0,3194.683016666667,21640.016666666666
365,2021-05-10 15-35,3203.3433,11927.0,3193.8955983333335,22010.45
366,2021-05-10 15-36,3204.2949,13870.0,3193.1907633333335,22074.95
367,2021-05-10 15-37,3200.55,5140.0,3192.580933333333,22407.216666666667
368,2021-05-10 15-38,3200.5801,11684.0,3191.992485,22610.066666666666
369,2021-05-10 15-39,3203.0901,10031.0,3191.5676433333338,23056.566666666666
370,2021-05-10 15-40,3204.4399,20259.0,3191.1983083333334,23316.166666666668
