,NLS Time (ET),NLS Price,NLS Share Volume
0,09:59:59,3278.84,100
1,09:59:57,3278.84,100
2,09:59:52,3279.535,1000
3,09:59:50,3279.95,100
4,09:59:50,3280.0,100
5,09:59:44,3279.53,100
6,09:59:39,3280.9784,500
7,09:59:38,3280.93,100
8,09:59:38,3281.0,100
9,09:59:37,3280.68,400
10,09:59:25,3281.01,102
11,09:59:21,3280.11,1500
12,09:59:13,3281.32,100
13,09:59:07,3282.12,100
14,09:59:07,3281.99,100
15,09:59:03,3280.365,100
16,09:58:53,3281.1178,250
17,09:58:48,3281.79,100
18,09:58:47,3281.79,151
19,09:58:40,3282.935,100
20,09:58:36,3283.02,100
21,09:58:31,3281.17,102
22,09:58:23,3283.0,100
23,09:58:19,3282.0,200
24,09:58:19,3282.0,231
25,09:58:19,3281.86,100
26,09:58:14,3279.95,150
27,09:58:09,3278.8694,100
28,09:58:00,3280.14,100
29,09:57:42,3280.3709,110
30,09:57:42,3281.0,100
31,09:57:32,3280.2,500
32,09:57:32,3280.2,100
33,09:57:29,3280.49,100
34,09:57:29,3280.49,100
35,09:57:29,3279.25,100
36,09:57:23,3279.395,200
37,09:57:02,3280.0,100
38,09:57:02,3280.0,100
39,09:57:02,3279.97,100
40,09:56:52,3280.21,139
41,09:56:46,3279.52,102
42,09:56:44,3278.54,144
43,09:56:37,3278.01,100
44,09:56:37,3278.01,100
45,09:56:35,3278.0,100
46,09:56:29,3281.53,100
47,09:56:27,3282.0,200
48,09:56:27,3281.33,100
49,09:56:25,3280.5781,102
50,09:56:24,3282.0,200
51,09:56:22,3281.04,100
52,09:56:18,3281.95,100
53,09:56:18,3281.44,100
54,09:56:18,3280.765,1000
55,09:56:17,3281.9268,1000
56,09:56:11,3283.2,754
57,09:56:11,3280.4,100
58,09:56:11,3280.9,100
59,09:56:10,3281.37,100
60,09:56:08,3283.8,100
61,09:56:08,3281.6901,1000
62,09:56:07,3283.325,150
63,09:56:05,3283.7894,102
64,09:56:02,3282.75,100
65,09:55:59,3280.05,100
66,09:55:59,3280.05,100
67,09:55:56,3280.3021,100
68,09:55:53,3280.65,1000
69,09:55:52,3279.915,1000
70,09:55:51,3280.0,400
71,09:55:49,3278.08,111
72,09:55:49,3278.08,100
73,09:55:49,3276.28,100
74,09:55:44,3277.76,100
75,09:55:40,3277.275,100
76,09:55:37,3276.4,100
77,09:55:35,3277.0,100
78,09:55:31,3276.9999,1000
79,09:55:31,3275.48,100
80,09:55:31,3275.6602,102
81,09:55:31,3275.48,100
82,09:55:31,3275.49,100
83,09:55:30,3275.48,100
84,09:55:30,3275.48,200
85,09:55:30,3275.48,300
86,09:55:30,3274.98,100
87,09:55:30,3274.98,100
88,09:55:30,3275.48,100
89,09:55:30,3274.98,200
90,09:55:30,3274.98,300
91,09:55:30,3275.48,129
92,09:55:30,3274.98,129
93,09:55:23,3275.1899,223
94,09:55:23,3273.47,500
95,09:55:23,3275.19,223
96,09:55:23,3275.19,200
97,09:55:22,3273.365,102
98,09:55:22,3273.365,1000
99,09:55:22,3272.4,100
100,09:55:21,3274.325,1000
101,09:55:10,3273.305,100
102,09:55:04,3273.76,100
103,09:55:04,3273.76,100
104,09:55:02,3273.58,100
105,09:55:02,3273.58,100
106,09:55:02,3273.58,100
107,09:55:02,3273.58,100
108,09:55:02,3273.58,100
109,09:55:00,3273.955,1000
110,09:54:59,3273.8118,110
111,09:54:59,3273.8118,139
112,09:54:59,3274.57,100
113,09:54:59,3274.57,188
114,09:54:59,3273.8118,463
115,09:54:57,3274.53,100
116,09:54:56,3274.2,100
117,09:54:49,3275.21,100
118,09:54:48,3275.22,100
119,09:54:39,3277.4,427
120,09:54:39,3276.636,427
121,09:54:32,3278.0,643
122,09:54:28,3277.99,100
123,09:54:25,3277.015,100
124,09:54:19,3276.64,200
125,09:54:13,3275.635,100
126,09:54:12,3274.902,200
127,09:54:11,3275.59,100
128,09:54:09,3276.4654,200
129,09:54:08,3276.28,100
130,09:53:58,3277.76,100
131,09:53:58,3277.77,100
132,09:53:56,3275.681,100
133,09:53:50,3276.53,100
134,09:53:50,3276.705,150
135,09:53:43,3278.8,100
136,09:53:43,3279.1,250
137,09:53:36,3277.925,100
138,09:53:35,3277.68,100
139,09:53:34,3277.68,100
140,09:53:34,3277.68,100
141,09:53:33,3277.95,100
142,09:53:33,3277.3519,100
143,09:53:31,3277.34,100
144,09:53:24,3276.56,100
145,09:53:14,3276.92,300
146,09:53:14,3276.92,300
147,09:53:08,3275.8625,100
148,09:53:08,3275.905,100
149,09:53:04,3274.8801,100
150,09:53:03,3275.6433,300
151,09:53:03,3275.486,288
152,09:53:03,3275.0,288
153,09:53:03,3275.486,159
154,09:53:03,3275.0,200
155,09:53:03,3275.6027,200
156,09:53:03,3275.64,100
157,09:53:02,3276.41,200
158,09:53:02,3276.41,100
159,09:53:02,3276.21,100
160,09:53:00,3274.765,100
161,09:53:00,3276.4,100
162,09:52:57,3275.54,100
163,09:52:55,3274.74,100
164,09:52:53,3275.94,100
165,09:52:47,3275.29,100
166,09:52:47,3275.31,100
167,09:52:47,3275.31,100
168,09:52:46,3274.89,200
169,09:52:46,3274.89,174
170,09:52:38,3275.31,300
171,09:52:37,3275.31,100
172,09:52:31,3276.845,100
173,09:52:30,3275.6,100
174,09:52:26,3275.8576,374
175,09:52:24,3275.8,100
176,09:52:20,3274.4475,200
177,09:52:20,3275.79,100
178,09:52:20,3274.1998,248
179,09:52:20,3274.1998,290
180,09:52:17,3274.03,168
181,09:52:16,3274.915,100
182,09:52:15,3274.915,150
183,09:52:09,3275.05,100
184,09:52:08,3275.86,100
185,09:52:07,3275.855,200
186,09:51:56,3276.54,200
187,09:51:56,3276.89,194
188,09:51:55,3275.491,100
189,09:51:52,3276.5,100
190,09:51:52,3276.5,100
191,09:51:49,3274.03,200
192,09:51:49,3274.04,100
193,09:51:49,3274.06,100
194,09:51:49,3274.06,100
195,09:51:49,3274.06,100
196,09:51:49,3275.0,200
197,09:51:46,3274.955,100
198,09:51:46,3275.0,100
199,09:51:46,3275.0,308
200,09:51:46,3275.0,172
201,09:51:46,3275.0,697
202,09:51:46,3275.0,100
203,09:51:42,3275.53,100
204,09:51:40,3276.17,100
205,09:51:32,3278.465,100
206,09:51:28,3278.5717,300
207,09:51:27,3278.62,100
208,09:51:27,3278.62,600
209,09:51:26,3280.83,100
210,09:51:20,3280.911,100
211,09:51:19,3281.83,100
212,09:51:16,3280.99,100
213,09:51:16,3280.98,100
214,09:51:16,3280.99,100
215,09:51:16,3280.98,100
216,09:51:16,3280.98,100
217,09:51:16,3281.36,100
218,09:51:14,3281.9083,130
219,09:51:14,3282.81,100
220,09:51:09,3281.665,200
221,09:51:08,3282.78,100
222,09:51:07,3280.4901,1000
223,09:51:07,3282.95,100
224,09:51:07,3281.95,100
225,09:51:06,3281.245,1000
226,09:51:06,3280.4901,1000
227,09:51:05,3281.99,100
228,09:51:02,3280.0,200
229,09:51:02,3280.0,205
230,09:50:53,3278.81,100
231,09:50:53,3277.89,100
232,09:50:47,3277.8,100
233,09:50:47,3277.8,100
234,09:50:47,3277.95,100
235,09:50:46,3276.5,150
236,09:50:46,3276.505,800
237,09:50:46,3276.505,200
