,AMZN_vol,AMZN_pct_change,AMZN_rolling_close,GOOG_vol,GOOG_pct_change,GOOG_rolling_close,AAPL_vol,AAPL_pct_change,AAPL_rolling_close,date_origin,Date
0,1744100,-0.0045422127190754,760.1519898,1072000,-0.004298450230077244,771.1389954,94700400,-0.006518246499885194,27.0012497,2016-08-24,20160824
1,1623000,-0.0022847238857486296,763.3149902,926900,-0.00421323324306222,770.8404968000001,100344800,-0.00864022547705956,26.9207498,2016-08-25,20160825
2,2776800,0.009569062307680731,764.4849915,1166700,0.004465566791165054,770.1486023,111065200,-0.0013982289596985442,26.7744998,2016-08-26,20160826
3,2198600,0.009007692579482418,765.9719972,847600,-0.00021078324014411898,769.4386048,99881200,-0.0024735742545907158,26.6689998,2016-08-29,20160829
4,1709200,-0.004003635170292452,768.3209962,1130000,-0.00019392127288020422,769.4631043,99455600,-0.008094343178882912,26.615500100000002,2016-08-30,20160830
5,1633800,-0.002445693989109987,770.1109986,1248600,-0.004435198375237648,769.5031006,118649600,0.0009905660377358405,26.6295003,2016-08-31,20160831
6,1792300,0.0033579998889115004,771.7229981,925100,0.0005539215379086748,770.6426026,106806000,0.0009896234861694886,26.681500399999997,2016-09-01,20160901
7,2181800,0.0057902859567493525,775.4949951000001,1072700,0.004565789518454544,772.4049987999999,107210000,0.011298333064746036,26.777250499999997,2016-09-02,20160902
8,3719800,0.0077534011158229,778.9249938,1442800,0.006918133152047812,774.3509948999999,107521600,0.004608546690252346,26.784750299999995,2016-09-06,20160906
9,2424600,0.00988654515896692,779.1569945,893700,0.0038184108177719,774.1094909000001,169457200,9.265557322990503e-05,26.6955,2016-09-07,20160907
10,2030500,-0.004558378423733966,777.2529906,1270300,-0.0032073274782437045,772.3054930999999,212008000,-0.015382532263679027,26.53125,2016-09-08,20160908
11,4257300,-0.017111634989716906,774.1769958,1885500,-0.013530226647732846,769.207489,186228000,-0.01722270075658372,26.5367497,2016-09-09,20160909
12,3124700,-0.008078600567888783,769.2999938999999,1311000,-0.0056200418028784505,765.9934876,181171200,-0.0028728561718526224,26.6817496,2016-09-12,20160912
13,3117200,0.0001831865849475367,765.3509949,1395000,-0.0014892304172848814,763.9764892999999,248704800,0.03735892436974786,27.0994998,2016-09-13,20160913
14,2523000,-0.001694001723362537,766.4519959,1087400,0.0031340055508430886,764.1269897999999,443554800,0.025922344598849012,27.632499800000005,2016-09-14,20160914
15,3034000,0.0013758548386808567,768.8799988,1305100,0.004565154409207128,765.5420899,359934400,0.034246266299688743,28.1619998,2016-09-15,20160915
16,5499200,0.015486265703271274,771.722998,2049300,0.00042377099139523366,767.5260986,319547600,0.004144472559113543,28.427000099999997,2016-09-16,20160916
17,2297200,0.0005283141784409029,776.0580016,1172800,0.0026270723411154773,769.3932006,188092000,-0.0032149976663335966,28.5470001,2016-09-19,20160919
18,1937200,0.002852649164999832,783.2290039,978600,0.002222423249686578,772.8461973999999,138057200,-0.012204123261997268,28.540000199999998,2016-09-20,20160920
19,2718600,0.007917204671713307,789.0040038999999,1167800,0.0023354596996931765,776.7132018,144012800,-0.0008825309665080328,28.444250399999998,2016-09-21,20160921
20,4078900,0.01940499634779891,794.0180054,1486200,0.0147716312670092,778.4501036,124296000,0.01108512122951888,28.3320005,2016-09-22,20160922
21,2353500,0.006068118055454486,800.0560059,1411900,0.0030543069631221442,780.2938962999999,209924800,-0.011356687143239341,28.304250200000002,2016-09-23,20160923
22,2651400,-0.004217718213948118,807.8030091,1533200,-0.010978475229083018,781.4257934,119477600,-0.006185384709987196,28.3452502,2016-09-26,20160926
23,3819600,0.009151123365291225,814.0000061,1153200,0.0028846555868995427,780.5999939000001,98429600,0.002578429757652101,28.2617503,2016-09-27,20160927
24,4422100,0.01818577901406271,820.2480102,1109800,-0.002254700102722107,778.7949951,118564400,0.011307219072494101,28.232500400000003,2016-09-28,20160928
25,4922200,0.00908222017179905,827.051007,1314700,0.002088936179008627,777.7704956,143548000,-0.010829973253825509,28.2422504,2016-09-29,20160929
26,4430600,0.0061487554940085065,832.5390074999999,1585300,-0.003206315033606466,776.900702,145516400,-0.0019060283012046764,28.2777503,2016-09-30,20160930
27,2769400,-0.0007415020619523371,836.0010009,1278800,-0.00608671654147197,776.9947082,86807200,0.0007105564432008382,28.2347505,2016-10-03,20161003
28,2950300,0.0009095870491133695,838.5690001999999,1201400,0.0039047435676857756,776.5935056999999,118947200,0.007145022728531236,28.2815001,2016-10-04,20161004
29,3469100,0.005476389262788706,839.673999,1461200,0.003944311584210158,776.1315000999999,85812400,-0.0025997357045822733,28.3539999,2016-10-05,20161005
30,2684000,0.0035795313795121686,841.1100037,1070700,-0.0010913854647608412,778.0999999,115117200,0.004948018380454444,28.507499799999998,2016-10-06,20161006
31,2426200,-0.0026128379410156333,840.8109986,933200,-0.003605342573632875,780.2260008000001,97433600,0.0026377457295554407,28.70625,2016-10-07,20161007
32,1827100,0.0012296590058740176,839.4089967,1174900,0.009571679270925282,781.472998,144944000,0.014907703775156822,28.9157499,2016-10-10,20161010
33,3588200,-0.009392085115400128,835.9289978999999,1372500,0.00486187254432191,781.2929993,256164000,0.014775132846589045,29.0580002,2016-10-11,20161011
34,2380400,-0.0011199989527802545,833.4589967,937400,-0.0016975718893682545,782.2470032,150347200,-0.0006811528800714228,29.238750100000004,2016-10-12,20161012
35,3091400,-0.008850110844333736,828.2799928000001,1365300,-0.010170764028230805,782.0570008,140769600,-0.006688535650516969,29.317500000000003,2016-10-13,20161013
36,2999800,0.0034422066203942947,825.1440004,852500,0.0036867632039969678,783.4884949,142608800,0.009178212228886373,29.3367499,2016-10-14,20161014
37,3361500,-0.015084113353222794,821.9510011,1093000,0.002179533942655576,786.7324951,94499600,-0.002889927800933778,29.2575,2016-10-17,20161017
38,2512500,0.0028157515668369992,818.5309999,2056900,0.01523971686810599,791.310498,98214000,0.00443269976016869,29.2712498,2016-10-18,20161018
39,2090700,-0.0014894059350768485,815.5029969999999,1766800,0.009737437980428476,794.6654968,80138400,-0.01739789556815574,29.2185,2016-10-19,20161019
40,3152000,-0.010410534253935677,818.1859987,1757500,-0.001641055634672206,800.3304992,96503200,0.009284798435488018,29.2215,2016-10-20,20161020
41,2793000,0.005936450239294899,821.9889955000001,1266200,-0.004062499999999969,803.7950013,92770800,-0.0022249454832903304,29.221749999999997,2016-10-21,20161021
42,4060900,0.019706235083704504,823.7489991,1697500,0.01663005961719488,803.8619995,94154800,0.006646905842499384,29.1579996,2016-10-24,20161024
43,3248400,0.00951514167626133,826.5829957,1576400,0.0011234617283950588,803.3609984999999,192516000,0.003961830177418912,29.064249699999998,2016-10-25,20161025
44,3998100,-0.013643058877705228,820.1509949000001,1647700,-0.011419282601426661,804.9190001999999,264536800,-0.028259872334363667,28.9509995,2016-10-26,20161026
45,7406400,-0.0038042130300414145,811.4809936,2749200,-0.00518305810976083,801.0049987,138248000,0.0041483255455507795,28.768249599999997,2016-10-27,20161027
46,10841100,-0.05042041757893023,801.6049987,4269900,0.008833928167787386,795.3259946999999,151446800,-0.0056531744651243665,28.483999599999997,2016-10-28,20161028
47,5413300,0.006208057128828992,791.0909973,2427300,-0.017537991710700584,789.5059996,105677600,-0.005379148174217474,28.348249899999995,2016-10-31,20161031
48,5305400,0.0023764317211920627,780.4760009,2406400,-0.010013547784246013,782.9050047000001,175303200,-0.013762493954183608,28.1245,2016-11-01,20161101
49,5026500,-0.01854144723873663,775.9890014,1872400,-0.012734536978527666,774.0890989000001,113326800,-0.003209951015781809,27.867000100000002,2016-11-02,20161102
50,3872500,-0.004714840829669997,774.4749999,1943200,-0.010432978204914067,771.7770994,107730400,-0.011494766768140874,27.6805002,2016-11-03,20161103
51,5122100,-0.014127203114860487,773.8039916,2134800,-0.005270887640056454,772.8564024,123348000,-0.011990425555577833,27.608500199999998,2016-11-04,20161104
52,5984400,0.025960521131895842,772.7329954999999,1585100,0.0242083789970311,774.6360960999999,130240000,0.007373163583073605,27.503250199999997,2016-11-07,20161107
53,3412600,0.007807928644641082,768.2859983999999,1366900,0.011608489296085933,776.0730896,97016800,0.006591771485352282,27.401,2016-11-08,20161108
54,8562900,-0.021166980545235248,763.5790037999999,2607100,-0.008202713766968572,775.0969971,236705600,-0.009258386943517105,27.327500199999996,2016-11-09,20161109
55,12747000,-0.026704126118788807,753.3220032,4745200,-0.012506900542829213,767.8619934999999,228538000,-0.011168381981704334,27.1255,2016-11-10,20161110
56,6622800,-0.016284334111413945,743.5150084999999,2431800,-0.02085718890761812,761.4182924,136575600,-0.0069149365095876325,26.936000200000002,2016-11-11,20161111
57,7321300,-0.010909179456776386,738.3040037999999,3654400,-0.0170531773076259,756.8155946,204702000,-0.016386648727633513,26.8725002,2016-11-14,20161114
58,6755800,0.011448419253321962,739.2010008999999,2384000,0.01750115040834599,756.1735962,129058000,0.009202926220263974,26.929000300000002,2016-11-15,20161115
59,3648800,0.008629969945090243,744.522998,1472600,0.0036284629123002343,758.5575928000001,235362000,0.01398241649864529,27.0485002,2016-11-16,20161116
60,3690100,0.013477138884093076,753.4589965,1304000,0.013224598723768466,763.0485962,110528000,0.010837965026279539,27.301250300000003,2016-11-17,20161117
61,4373400,0.013204918631683826,763.521997,1547100,-0.0012557449005783372,766.3059996999999,113715600,0.004653727529884133,27.5507502,2016-11-18,20161118
62,4614600,0.01316390403321166,770.4609985,1330600,-0.0030618970684038738,766.9723022,117058400,0.008174368607186677,27.676000199999997,2016-11-21,20161121
63,5311300,0.01807880094280878,776.3760009,1593100,0.008926376597475416,765.8313049999999,103862000,0.008198198198198225,27.767000199999995,2016-11-22,20161122
64,3540300,-0.011777061597400884,777.9619994000001,1478400,-0.013230266139624303,766.2643067,109705600,-0.00884637655258691,27.858500100000004,2016-11-23,20161123
65,1837100,0.0062899335838042525,776.5370055000001,587400,0.0013042054054070995,767.9083069000001,45903600,0.004417580158355916,27.861000100000002,2016-11-25,20161125
66,4438800,-0.01496183404653817,771.0310058000001,2188200,0.009052648814140252,766.2943054,108776000,0.004667444574095736,27.827249899999998,2016-11-28,20161128
67,3272300,-0.00650772628862295,764.6840086999999,1616600,0.004813765026450589,763.6285034,114115200,-0.00786205664254458,27.780499900000002,2016-11-29,20161129
68,4625900,-0.008405114135283553,756.7380065,2392900,-0.012232167734927413,760.786499,144649200,0.0016658802341287249,27.6834998,2016-11-30,20161130
69,4666000,-0.017743063161701045,752.9630065,3017900,-0.020254353823238036,758.5335021,148347600,-0.011237416684943158,27.5439998,2016-12-01,20161201
70,3561300,-0.0041638875553619,752.3910033,1452500,0.00015029711899794407,756.4765074999999,106112000,-0.004682492982088671,27.4802499,2016-12-02,20161202
71,4314700,0.012321647718713802,753.1809996,1394200,0.01315882193294482,756.4105041,137298000,-0.0030145063124966676,27.427250300000004,2016-12-05,20161205
72,3794700,0.014632621531454282,757.9389952,1690700,0.006177476070333032,761.2640014000001,104782000,0.005818233461609035,27.503750200000002,2016-12-06,20161206
73,3684900,0.0004916453106322827,762.9789977,1761000,0.0006486361096471605,768.3991027,119994800,0.0036438350508980477,27.705500100000002,2016-12-07,20161207
74,3189600,0.008347304541535427,765.0390014,1488100,0.01195028701816292,774.2795959,108273200,0.012162432052192251,27.935750000000002,2016-12-08,20161208
75,2470900,-0.002202727159582696,766.9360045999999,1821900,0.0149093227056587,781.4345946999999,137610400,0.01784509707214288,28.188749900000005,2016-12-09,20161209
