,targets,scaled_predictions,pct_change_targets,pct_change_scaled_predictions
196,3511.3069580000006,3541.044,-0.019091546460438535,0.0012925863
197,3451.9189698,3542.0522,-0.01691335702357033,0.000284791
198,3399.4209718,3467.947,-0.015208351777458273,-0.020921528
199,3350.6169679,3466.1812,-0.014356563751549256,-0.0005092025
200,3353.5089845,3462.0278,0.0008631295751519996,-0.0011982322
201,3354.2569826,3458.2488,0.00022304938005435204,-0.0010915995
202,3352.4799805999996,3453.6326,-0.0005297751511641469,-0.001334846
203,3340.5849854000003,3448.3206,-0.003548118189767857,-0.0015380979
204,3326.0109864,3442.7617,-0.004362708646448388,-0.0016120672
205,3314.5139893,3436.4988,-0.003456692460431121,-0.0018191338
206,3297.2869873000004,3429.4614,-0.005197444347983526,-0.0020478368
207,3280.6039795000006,3422.4526,-0.00505961654665088,-0.002043724
208,3264.4649903,3415.4482,-0.004919517656154393,-0.002046585
209,3247.5929932,3407.5244,-0.005168380469735001,-0.0023199916
210,3227.0429932999996,3399.3953,-0.006327763344430526,-0.002385676
