,NLS Time (ET),NLS Price,NLS Share Volume
1,09:59:59,$ 3359.71,100
2,09:59:54,$ 3359.665,400
3,09:59:54,$ 3359.64,100
4,09:59:46,$ 3360.00,190
5,09:59:44,$ 3361.37,100
6,09:59:43,$ 3361.76,100
7,09:59:42,$ 3362.5069,100
8,09:59:41,$ 3361.9101,100
9,09:59:39,$ 3362.79,100
10,09:59:30,$ 3361.96,100
11,09:59:30,$ 3361.94,100
12,09:59:27,$ 3361.925,100
13,09:59:27,$ 3361.35,100
14,09:59:18,$ 3360.775,100
15,09:59:16,$ 3360.00,120
16,09:59:16,$ 3360.00,100
17,09:59:16,$ 3359.55,100
18,09:59:16,$ 3359.60,100
19,09:59:12,$ 3358.915,200
20,09:59:12,$ 3358.92,200
22,09:59:02,$ 3358.95,300
23,09:58:55,$ 3358.96,257
24,09:58:54,$ 3359.15,100
25,09:58:54,$ 3358.62,100
26,09:58:50,$ 3358.00,124
27,09:58:50,$ 3358.00,119
28,09:58:50,$ 3358.22,100
29,09:58:50,$ 3357.75,100
30,09:58:49,$ 3357.75,100
31,09:58:49,$ 3357.75,100
32,09:58:49,$ 3357.75,100
33,09:58:47,$ 3357.515,200
34,09:58:46,$ 3357.51,100
35,09:58:46,$ 3357.515,100
36,09:58:44,$ 3357.515,129
37,09:58:37,$ 3357.515,128
38,09:58:35,$ 3357.515,200
39,09:58:34,$ 3357.365,100
40,09:58:14,$ 3353.715,100
41,09:58:14,$ 3354.24,100
43,09:58:14,$ 3353.52,100
44,09:58:14,$ 3353.68,100
45,09:58:05,$ 3352.885,100
46,09:58:03,$ 3352.84,200
47,09:57:58,$ 3352.88,100
48,09:57:41,$ 3352.215,100
49,09:57:31,$ 3352.7425,100
50,09:57:24,$ 3352.76,200
51,09:57:24,$ 3352.765,200
52,09:57:12,$ 3352.00,100
53,09:57:12,$ 3352.30,100
54,09:57:04,$ 3354.6876,205
55,09:56:56,$ 3353.00,250
56,09:56:49,$ 3353.01,100
57,09:56:49,$ 3353.955,100
58,09:56:45,$ 3353.5125,100
59,09:56:36,$ 3354.945,100
60,09:56:34,$ 3353.87,250
61,09:56:25,$ 3354.55,100
62,09:56:25,$ 3354.55,100
64,09:56:25,$ 3354.55,250
65,09:56:15,$ 3354.55,250
66,09:56:08,$ 3356.35,100
67,09:55:58,$ 3356.35,250
68,09:55:50,$ 3358.31,100
69,09:55:41,$ 3357.3012,200
70,09:55:40,$ 3357.96,100
71,09:55:39,$ 3358.00,100
72,09:55:25,$ 3356.77,893
73,09:55:18,$ 3357.16,100
74,09:55:14,$ 3356.93,100
75,09:55:11,$ 3356.155,100
76,09:55:11,$ 3356.33,100
77,09:55:08,$ 3356.78,100
78,09:54:59,$ 3356.06,100
79,09:54:54,$ 3355.31,100
80,09:54:31,$ 3355.04,100
81,09:54:28,$ 3355.02,100
82,09:54:21,$ 3356.57,100
83,09:53:42,$ 3357.82,100
85,09:53:41,$ 3358.565,100
86,09:53:35,$ 3358.71,100
87,09:53:10,$ 3359.55,100
88,09:53:09,$ 3358.84,100
89,09:52:53,$ 3357.44,100
90,09:52:53,$ 3357.27,299
91,09:52:53,$ 3357.27,100
92,09:52:49,$ 3356.78,100
93,09:52:46,$ 3356.48,100
94,09:52:46,$ 3356.27,120
95,09:52:44,$ 3354.71,100
96,09:52:41,$ 3355.29,100
97,09:52:27,$ 3355.80,200
98,09:52:13,$ 3355.88,100
99,09:52:00,$ 3356.48,100
100,09:51:58,$ 3356.12,100
101,09:51:58,$ 3356.19,200
102,09:51:57,$ 3356.48,100
103,09:51:57,$ 3356.05,100
104,09:51:48,$ 3357.64,100
106,09:51:45,$ 3358.27,100
107,09:51:38,$ 3356.61,100
108,09:51:33,$ 3357.02,100
109,09:51:09,$ 3357.52,100
110,09:51:06,$ 3358.74,100
111,09:51:05,$ 3356.33,100
112,09:51:05,$ 3356.34,100
113,09:51:00,$ 3355.305,100
114,09:50:55,$ 3354.34,100
115,09:50:54,$ 3352.46,"1,000"
116,09:50:51,$ 3355.695,100
117,09:50:51,$ 3356.47,100
118,09:50:51,$ 3356.07,100
119,09:50:50,$ 3355.235,100
120,09:50:40,$ 3357.66,100
121,09:50:40,$ 3357.67,196
122,09:50:40,$ 3357.52,100
123,09:50:30,$ 3357.71,100
124,09:50:29,$ 3358.01,100
125,09:50:29,$ 3358.00,100
127,09:50:29,$ 3358.94,100
128,09:50:29,$ 3358.94,100
129,09:50:29,$ 3358.94,100
130,09:50:29,$ 3358.95,100
131,09:50:29,$ 3358.94,100
132,09:50:29,$ 3358.96,100
133,09:50:29,$ 3358.96,100
134,09:50:28,$ 3358.31,100
135,09:50:28,$ 3359.04,100
136,09:50:28,$ 3359.72,100
137,09:50:28,$ 3360.00,100
138,09:50:28,$ 3362.38,100
139,09:50:28,$ 3360.92,100
140,09:50:28,$ 3360.17,100
141,09:50:28,$ 3360.23,100
142,09:50:28,$ 3360.17,100
143,09:50:28,$ 3360.01,100
144,09:50:28,$ 3360.00,100
145,09:50:28,$ 3361.37,100
146,09:50:28,$ 3361.37,100
148,09:50:28,$ 3361.10,100
149,09:50:24,$ 3361.91,100
150,09:50:24,$ 3361.91,100
151,09:50:21,$ 3361.89,100
152,09:50:21,$ 3361.90,100
153,09:50:21,$ 3361.91,100
154,09:50:08,$ 3362.24,100
155,09:50:07,$ 3362.0533,149
156,09:50:05,$ 3362.625,100
157,09:50:01,$ 3362.79,100
158,09:50:01,$ 3362.79,100
159,09:50:00,$ 3361.84,100
160,09:49:49,$ 3362.015,100
161,09:49:48,$ 3362.85,100
162,09:49:40,$ 3362.125,100
163,09:49:36,$ 3363.115,100
164,09:49:35,$ 3361.89,100
165,09:49:35,$ 3362.16,100
166,09:49:34,$ 3362.68,500
167,09:49:08,$ 3363.09,100
169,09:49:08,$ 3363.07,100
