,NLS Time (ET),NLS Price,NLS Share Volume
1,09:59:59,$ 3233.0065,119
2,09:59:54,$ 3231.53,400
3,09:59:52,$ 3231.53,100
4,09:59:51,$ 3231.535,100
5,09:59:51,$ 3231.535,100
6,09:59:50,$ 3231.45,100
7,09:59:47,$ 3232.20,100
8,09:59:44,$ 3233.574,529
9,09:59:44,$ 3233.26,294
10,09:59:44,$ 3232.04,100
11,09:59:44,$ 3231.31,100
12,09:59:43,$ 3231.235,800
13,09:59:43,$ 3229.365,100
14,09:59:43,$ 3229.70,100
15,09:59:41,$ 3229.03,119
16,09:59:41,$ 3228.34,100
17,09:59:41,$ 3228.78,100
18,09:59:41,$ 3228.40,100
19,09:59:41,$ 3228.13,100
20,09:59:41,$ 3228.40,100
22,09:59:41,$ 3228.42,100
23,09:59:41,$ 3228.27,100
24,09:59:40,$ 3227.05,100
25,09:59:40,$ 3229.5499,"1,000"
26,09:59:39,$ 3228.806,"1,000"
27,09:59:37,$ 3227.65,100
28,09:59:35,$ 3229.0184,100
29,09:59:33,$ 3228.06,100
30,09:59:31,$ 3228.89,100
31,09:59:31,$ 3229.04,100
32,09:59:30,$ 3230.20,100
33,09:59:29,$ 3230.85,200
34,09:59:21,$ 3231.75,100
35,09:59:21,$ 3231.75,100
36,09:59:21,$ 3231.61,200
37,09:59:17,$ 3232.76,200
38,09:59:14,$ 3232.235,200
39,09:59:14,$ 3232.00,100
40,09:59:13,$ 3233.97,108
41,09:59:13,$ 3233.97,254
43,09:59:41,$ 3228.42,100
44,09:59:41,$ 3228.27,100
45,09:59:40,$ 3227.05,100
46,09:59:40,$ 3229.5499,"1,000"
47,09:59:39,$ 3228.806,"1,000"
48,09:59:37,$ 3227.65,100
49,09:59:35,$ 3229.0184,100
50,09:59:33,$ 3228.06,100
51,09:59:31,$ 3228.89,100
52,09:59:31,$ 3229.04,100
53,09:59:30,$ 3230.20,100
54,09:59:29,$ 3230.85,200
55,09:59:21,$ 3231.75,100
56,09:59:21,$ 3231.75,100
57,09:59:21,$ 3231.61,200
58,09:59:17,$ 3232.76,200
59,09:59:14,$ 3232.235,200
60,09:59:14,$ 3232.00,100
61,09:59:13,$ 3233.97,108
62,09:59:13,$ 3233.97,254
64,09:59:13,$ 3233.97,469
65,09:59:13,$ 3233.54,100
66,09:59:13,$ 3234.73,"1,000"
67,09:59:12,$ 3232.8674,"1,000"
68,09:59:08,$ 3234.31,100
69,09:59:05,$ 3235.72,100
70,09:59:03,$ 3235.37,119
71,09:59:03,$ 3234.4001,500
72,09:59:01,$ 3235.37,100
73,09:59:01,$ 3236.10,100
74,09:59:00,$ 3235.695,100
75,09:59:00,$ 3237.01,100
76,09:59:00,$ 3236.85,100
77,09:58:53,$ 3236.135,100
78,09:58:53,$ 3236.135,100
79,09:58:45,$ 3236.005,100
80,09:58:45,$ 3235.99,100
81,09:58:45,$ 3237.01,100
82,09:58:45,$ 3237.505,100
83,09:58:43,$ 3237.835,198
85,09:59:13,$ 3233.97,469
86,09:59:13,$ 3233.54,100
87,09:59:13,$ 3234.73,"1,000"
88,09:59:12,$ 3232.8674,"1,000"
89,09:59:08,$ 3234.31,100
90,09:59:05,$ 3235.72,100
91,09:59:03,$ 3235.37,119
92,09:59:03,$ 3234.4001,500
93,09:59:01,$ 3235.37,100
94,09:59:01,$ 3236.10,100
95,09:59:00,$ 3235.695,100
96,09:59:00,$ 3237.01,100
97,09:59:00,$ 3236.85,100
98,09:58:53,$ 3236.135,100
99,09:58:53,$ 3236.135,100
100,09:58:45,$ 3236.005,100
101,09:58:45,$ 3235.99,100
102,09:58:45,$ 3237.01,100
103,09:58:45,$ 3237.505,100
104,09:58:43,$ 3237.835,198
106,09:58:42,$ 3237.17,100
107,09:58:40,$ 3237.845,100
108,09:58:39,$ 3237.01,100
109,09:58:39,$ 3237.33,100
110,09:58:39,$ 3237.33,100
111,09:58:38,$ 3237.03,100
112,09:58:37,$ 3238.73,100
113,09:58:35,$ 3237.965,100
114,09:58:35,$ 3238.71,100
115,09:58:33,$ 3237.1858,223
116,09:58:33,$ 3237.1858,209
117,09:58:33,$ 3237.45,100
118,09:58:33,$ 3238.66,100
119,09:58:32,$ 3237.525,200
120,09:58:30,$ 3237.06,100
121,09:58:30,$ 3236.675,100
122,09:58:29,$ 3236.50,100
123,09:58:28,$ 3235.49,100
124,09:58:28,$ 3235.49,100
125,09:58:28,$ 3235.49,100
127,09:58:42,$ 3237.17,100
128,09:58:40,$ 3237.845,100
129,09:58:39,$ 3237.01,100
130,09:58:39,$ 3237.33,100
131,09:58:39,$ 3237.33,100
132,09:58:38,$ 3237.03,100
133,09:58:37,$ 3238.73,100
134,09:58:35,$ 3237.965,100
135,09:58:35,$ 3238.71,100
136,09:58:33,$ 3237.1858,223
137,09:58:33,$ 3237.1858,209
138,09:58:33,$ 3237.45,100
139,09:58:33,$ 3238.66,100
140,09:58:32,$ 3237.525,200
141,09:58:30,$ 3237.06,100
142,09:58:30,$ 3236.675,100
143,09:58:29,$ 3236.50,100
144,09:58:28,$ 3235.49,100
145,09:58:28,$ 3235.49,100
146,09:58:28,$ 3235.49,100
148,09:58:28,$ 3235.34,138
149,09:58:28,$ 3234.67,100
150,09:58:28,$ 3234.63,100
151,09:58:27,$ 3233.66,100
152,09:58:27,$ 3234.00,100
153,09:58:27,$ 3233.99,100
154,09:58:27,$ 3233.99,100
155,09:58:27,$ 3234.06,100
156,09:58:27,$ 3233.91,100
157,09:58:27,$ 3233.92,100
158,09:58:27,$ 3234.42,100
159,09:58:27,$ 3233.90,100
160,09:58:27,$ 3234.40,100
161,09:58:27,$ 3234.67,100
162,09:58:27,$ 3234.67,100
163,09:58:27,$ 3234.66,100
164,09:58:27,$ 3234.56,100
165,09:58:27,$ 3234.41,100
166,09:58:27,$ 3234.49,100
