,NLS Time (ET),NLS Price,NLS Share Volume
1,09:59:56,$ 3618.87,100
2,09:59:52,$ 3619.595,300
3,09:59:46,$ 3621.00,100
4,09:59:43,$ 3622.95,100
5,09:59:43,$ 3622.95,100
6,09:59:43,$ 3621.04,100
7,09:59:43,$ 3622.95,100
8,09:59:38,$ 3620.94,100
9,09:59:38,$ 3620.87,148
10,09:59:24,$ 3618.735,100
11,09:59:20,$ 3619.17,100
12,09:59:20,$ 3619.17,100
13,09:59:20,$ 3618.58,115
14,09:59:20,$ 3619.11,100
15,09:59:18,$ 3618.14,100
16,09:59:18,$ 3619.455,100
17,09:59:15,$ 3618.1301,300
18,09:59:14,$ 3619.00,100
19,09:59:13,$ 3618.88,100
20,09:59:11,$ 3619.085,100
22,09:59:11,$ 3620.00,100
23,09:59:11,$ 3619.08,100
24,09:59:11,$ 3619.085,100
25,09:59:11,$ 3619.085,100
26,09:59:04,$ 3619.67,100
27,09:59:04,$ 3618.905,100
28,09:59:04,$ 3619.67,100
29,09:59:04,$ 3619.67,100
30,09:59:01,$ 3618.39,122
31,09:59:00,$ 3618.90,100
32,09:58:56,$ 3618.37,100
33,09:58:56,$ 3618.26,100
34,09:58:55,$ 3618.36,100
35,09:58:55,$ 3618.24,100
36,09:58:54,$ 3618.50,100
37,09:58:54,$ 3620.00,100
38,09:58:54,$ 3621.00,291
39,09:58:52,$ 3621.25,100
40,09:58:45,$ 3621.26,100
41,09:58:44,$ 3622.51,100
43,09:58:44,$ 3622.51,100
44,09:58:44,$ 3622.90,200
45,09:58:44,$ 3622.64,100
46,09:58:44,$ 3622.51,100
47,09:58:44,$ 3622.70,100
48,09:58:44,$ 3622.59,131
49,09:58:44,$ 3623.49,100
50,09:58:35,$ 3623.37,100
51,09:58:31,$ 3623.10,100
52,09:58:26,$ 3623.166,100
53,09:58:25,$ 3622.91,100
54,09:58:25,$ 3622.87,100
55,09:58:25,$ 3622.975,100
56,09:58:18,$ 3623.59,100
57,09:58:18,$ 3623.56,100
58,09:58:03,$ 3623.00,100
59,09:57:52,$ 3622.68,100
60,09:57:52,$ 3623.05,100
