,NLS Time (ET),NLS Price,NLS Share Volume
1,09:59:22,$ 3335.43,300
2,09:59:19,$ 3335.97,100
3,09:59:19,$ 3335.97,100
4,09:59:19,$ 3334.3901,100
5,09:59:04,$ 3335.25,100
6,09:58:53,$ 3334.99,100
7,09:58:37,$ 3334.8654,100
8,09:58:33,$ 3334.97,140
9,09:58:25,$ 3334.33,100
10,09:58:21,$ 3334.99,100
11,09:58:01,$ 3335.0299,100
12,09:57:54,$ 3334.18,100
13,09:57:53,$ 3333.9343,105
14,09:57:52,$ 3333.51,150
15,09:57:39,$ 3335.47,100
16,09:57:37,$ 3335.985,100
17,09:57:32,$ 3336.3401,100
18,09:57:31,$ 3336.62,100
19,09:57:31,$ 3336.82,177
20,09:57:31,$ 3336.49,115
22,09:57:31,$ 3336.72,100
23,09:57:31,$ 3336.82,100
24,09:57:31,$ 3336.84,100
25,09:57:06,$ 3338.29,100
26,09:57:01,$ 3337.83,100
27,09:56:58,$ 3338.00,300
28,09:56:58,$ 3337.80,100
29,09:56:56,$ 3337.46,100
30,09:56:55,$ 3337.865,100
31,09:56:46,$ 3337.3038,100
32,09:56:41,$ 3338.1238,100
33,09:56:23,$ 3338.41,100
34,09:56:23,$ 3338.40,100
35,09:56:07,$ 3337.55,100
36,09:56:05,$ 3337.61,100
37,09:56:03,$ 3337.0301,100
38,09:55:46,$ 3338.00,113
39,09:55:34,$ 3339.60,100
40,09:55:30,$ 3339.17,100
41,09:55:30,$ 3339.13,100
43,09:55:30,$ 3339.12,100
44,09:55:28,$ 3339.23,100
45,09:55:25,$ 3339.23,100
46,09:55:08,$ 3339.84,100
47,09:55:06,$ 3339.84,100
48,09:54:56,$ 3339.04,100
49,09:54:51,$ 3338.80,100
50,09:54:38,$ 3340.30,100
51,09:54:35,$ 3340.92,100
52,09:54:22,$ 3339.92,100
53,09:54:22,$ 3340.02,100
54,09:54:22,$ 3339.97,100
55,09:54:22,$ 3339.96,100
56,09:54:02,$ 3341.00,100
57,09:54:02,$ 3340.79,100
58,09:53:31,$ 3339.23,100
59,09:53:31,$ 3339.19,100
60,09:53:25,$ 3340.82,100
61,09:53:25,$ 3340.66,100
62,09:53:25,$ 3340.66,154
64,09:53:18,$ 3341.74,149
65,09:53:18,$ 3341.70,100
66,09:53:18,$ 3341.71,100
67,09:53:15,$ 3339.84,100
68,09:53:06,$ 3340.00,100
69,09:53:04,$ 3339.50,200
70,09:52:34,$ 3338.7396,100
71,09:52:20,$ 3338.85,100
72,09:52:17,$ 3337.68,100
73,09:52:06,$ 3338.58,100
74,09:51:57,$ 3337.82,100
75,09:51:48,$ 3337.82,100
76,09:51:48,$ 3337.78,100
77,09:51:38,$ 3338.23,100
78,09:51:38,$ 3338.23,100
79,09:51:33,$ 3337.53,100
80,09:51:30,$ 3337.72,100
81,09:51:30,$ 3337.72,100
82,09:51:23,$ 3337.74,100
83,09:51:23,$ 3337.74,104
85,09:51:23,$ 3337.79,100
86,09:51:21,$ 3337.165,116
87,09:51:12,$ 3336.7011,100
88,09:51:06,$ 3337.49,100
89,09:51:06,$ 3337.47,100
90,09:50:59,$ 3338.285,150
91,09:50:35,$ 3339.8542,100
92,09:50:33,$ 3340.86,100
93,09:50:26,$ 3339.76,100
94,09:50:25,$ 3340.71,100
95,09:50:16,$ 3340.91,100
96,09:50:16,$ 3340.20,100
97,09:50:06,$ 3340.375,100
98,09:50:04,$ 3340.00,100
99,09:49:46,$ 3338.90,100
100,09:49:44,$ 3338.895,100
101,09:49:43,$ 3339.10,100
102,09:49:43,$ 3339.09,100
103,09:49:43,$ 3339.09,100
104,09:49:43,$ 3339.08,100
106,09:49:24,$ 3338.09,100
107,09:49:22,$ 3337.29,100
108,09:49:22,$ 3337.25,100
109,09:49:22,$ 3337.49,100
110,09:49:22,$ 3337.44,100
111,09:49:09,$ 3339.4684,100
112,09:49:00,$ 3339.05,100
113,09:48:58,$ 3338.15,100
114,09:48:42,$ 3339.57,100
115,09:48:42,$ 3339.54,100
116,09:48:42,$ 3340.07,100
117,09:48:41,$ 3340.215,100
118,09:48:34,$ 3340.7384,300
119,09:48:29,$ 3340.765,100
120,09:48:26,$ 3340.06,200
121,09:48:21,$ 3340.11,100
122,09:48:21,$ 3340.12,100
123,09:48:19,$ 3340.28,100
124,09:48:13,$ 3341.04,100
125,09:48:00,$ 3339.745,100
127,09:47:43,$ 3339.41,100
128,09:47:34,$ 3339.435,100
129,09:47:33,$ 3339.95,100
130,09:47:27,$ 3337.24,100
131,09:47:27,$ 3337.24,100
132,09:47:25,$ 3336.7796,100
133,09:47:17,$ 3336.71,100
134,09:47:14,$ 3337.02,100
135,09:47:14,$ 3337.01,100
136,09:47:14,$ 3337.01,100
137,09:47:14,$ 3337.00,100
138,09:47:11,$ 3337.27,100
